category,part_number,description,price,currency,stock,date,fetched_at,source
sensor,SEN47310B,Murata 220uF DIP-8 Sensor,55.8631,USD,39823,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI50256G,Texas Instruments 10k TO-220 Switch,44.9803,USD,43180,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP20200E,TDK LM358 QFN-32 Capacitor,28.2404,USD,8875,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES36822H,STMicro 2N3904 QFN-32 Resistor,44.2707,USD,41399,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON63788E,TDK LM358 DIP-8 Connector,21.0008,USD,1407,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES46815B,Samsung 100k 0603 Resistor,20.1065,USD,21040,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP15665E,NXP 1N4148 TO-220 Capacitor,31.6434,USD,36629,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES65850E,Panasonic 1k SOIC-8 Resistor,60.1564,USD,18494,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS49538B,Samsung 220uF DIP-8 Fuse,52.28,USD,37619,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES99807C,Murata 1N4148 TO-220 Resistor,65.2112,USD,18013,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA67306A,TE Connectivity LM358 0603 Transistor,9.2514,USD,43233,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA92866B,Texas Instruments 2N3904 TO-220 Transistor,10.0574,USD,38525,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES97158E,Murata 100nF TO-220 Resistor,41.0321,USD,8938,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC13251A,STMicro LM358 DIP-8 Ic,54.5239,USD,34323,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY24485D,Panasonic 10uF SOT-23 Crystal,63.5454,USD,40128,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC83414D,ON Semi 1N4148 0603 Ic,44.5379,USD,33964,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY42830E,NXP 10uF 0603 Crystal,18.1349,USD,28441,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES86074E,Samsung 1k 1206 Resistor,51.3553,USD,9785,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP33465A,ON Semi 220uF 0805 Capacitor,4.91,USD,17680,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA56910H,Samsung LM358 SOT-23 Transistor,23.6637,USD,24200,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON91719F,NXP 220uF 0805 Connector,30.7453,USD,25799,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA58959B,ON Semi 1N4148 DIP-8 Transistor,33.7961,USD,9292,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA85077C,STMicro 100nF QFN-32 Transistor,53.8582,USD,16605,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND62269C,STMicro LM358 QFN-32 Inductor,8.1184,USD,15636,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL10968H,Vishay 1k 1206 Relay,45.5942,USD,35452,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED93070F,TE Connectivity 10k DIP-8 Led,50.2294,USD,17295,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES39340F,Panasonic 100nF SOIC-8 Resistor,30.4277,USD,6873,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES91613C,STMicro 100k DIP-8 Resistor,4.4034,USD,25370,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN29768C,TDK 1k 1206 Sensor,30.3764,USD,17779,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI23847H,Murata 10uF QFN-32 Switch,13.0739,USD,8133,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND50083A,Vishay 10uF SOT-23 Inductor,60.0759,USD,7392,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES21383D,TE Connectivity 1N4148 DIP-8 Resistor,61.4212,USD,20394,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS91392E,TE Connectivity 10k SOT-23 Fuse,64.3023,USD,17326,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY41862C,Texas Instruments LM358 0805 Crystal,12.7617,USD,32559,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC75755G,Samsung 100k DIP-8 Ic,35.4634,USD,9687,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS92170D,Samsung 220uF 0805 Fuse,43.7238,USD,38801,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON11083H,STMicro 1k TO-220 Connector,9.6615,USD,18917,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND79404B,ON Semi 1k 0603 Inductor,62.353,USD,18679,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC84424E,Texas Instruments 100nF TO-220 Ic,24.5852,USD,15446,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL15822D,TDK LM358 0805 Relay,47.5621,USD,2937,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL78441C,TE Connectivity 100nF 0603 Relay,22.0521,USD,40011,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN32033A,Infineon 1k SOIC-8 Sensor,59.9919,USD,14217,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI97619G,Murata LM358 SOIC-8 Switch,14.4501,USD,2805,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS82330E,Texas Instruments LM358 0603 Fuse,26.2326,USD,39458,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI13441F,Vishay 10uF DIP-8 Switch,51.6682,USD,31482,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA49096G,TE Connectivity 1k SOIC-8 Transistor,59.3567,USD,24915,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND95933H,ON Semi 220uF 0805 Inductor,6.3076,USD,20519,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY88217B,Samsung 220uF SOT-23 Crystal,15.3178,USD,17512,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL99887H,STMicro 2N3904 1206 Relay,60.1922,USD,28802,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED90307E,Panasonic 220uF TO-220 Led,8.3017,USD,3119,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO33401F,Infineon 100nF SOT-23 Diode,6.7042,USD,34476,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA26933A,ON Semi 220uF TO-220 Transistor,56.2254,USD,27675,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON67029G,STMicro 220uF 1206 Connector,29.5956,USD,13585,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC94350E,Infineon 10k TO-220 Ic,7.647,USD,20180,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI46104D,Vishay LM358 0805 Switch,63.2676,USD,19060,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI30449D,Texas Instruments 220uF 0603 Switch,41.3351,USD,19535,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS81958D,TE Connectivity 1k TO-220 Fuse,25.7832,USD,24768,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED11855C,Vishay 1k QFN-32 Led,42.523,USD,29338,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL52406F,Murata 1N4148 0805 Relay,11.2336,USD,4443,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC19417H,Texas Instruments 100k SOIC-8 Ic,20.6936,USD,28002,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO55882B,NXP 10uF 0805 Diode,33.7261,USD,42815,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO97569E,STMicro 100nF SOT-23 Diode,2.7792,USD,3780,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES75505H,Infineon 10k DIP-8 Resistor,4.7936,USD,3917,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI13555G,Samsung LM358 0603 Switch,25.2486,USD,34128,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO55221G,NXP 100nF 0603 Diode,19.2581,USD,26589,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON95177A,Vishay 1N4148 DIP-8 Connector,0.6232,USD,13360,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO45070F,Texas Instruments 1k 0603 Diode,4.3845,USD,5565,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO18456H,Panasonic 220uF TO-220 Diode,15.7599,USD,14196,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES54483D,Samsung 1N4148 SOIC-8 Resistor,41.9183,USD,9506,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL16941E,ON Semi 10uF 1206 Relay,47.5752,USD,27453,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED43073D,STMicro 2N3904 TO-220 Led,62.9785,USD,39458,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP92167G,STMicro 10k 0603 Capacitor,36.5094,USD,8936,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS27354C,Panasonic 10k SOIC-8 Fuse,21.9865,USD,6481,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI61915G,ON Semi 220uF 0603 Switch,53.9811,USD,5023,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP22047E,Samsung 1k QFN-32 Capacitor,15.6156,USD,14036,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND49811A,Murata 1N4148 1206 Inductor,52.5661,USD,37535,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND15020G,TDK 10k QFN-32 Inductor,2.4535,USD,18251,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS35749G,Texas Instruments 2N3904 TO-220 Fuse,26.7436,USD,19005,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI66067B,Murata LM358 SOIC-8 Switch,26.3442,USD,27812,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED30472C,Murata 100k DIP-8 Led,41.0579,USD,36025,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL29918D,Infineon 1k 0805 Relay,44.4086,USD,34564,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC68388H,NXP 10uF 0805 Ic,50.0144,USD,40093,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI44829G,Samsung 10k SOIC-8 Switch,38.5758,USD,39145,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI22916E,ON Semi 100nF 0603 Switch,3.232,USD,41210,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON97802H,Panasonic 1N4148 0805 Connector,21.2852,USD,35325,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI19471G,Murata 100k SOT-23 Switch,24.9878,USD,6105,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO74179E,Samsung 100k 0603 Diode,51.4587,USD,28473,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP51871G,Panasonic 100nF 0805 Capacitor,1.7778,USD,9870,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL57008A,Murata 10uF SOT-23 Relay,44.714,USD,2561,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI85110E,Murata 100nF TO-220 Switch,62.5412,USD,22371,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA25717E,STMicro 100k SOIC-8 Transistor,58.6833,USD,15686,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES94835B,TDK 1N4148 1206 Resistor,32.7147,USD,7181,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN91178C,TDK 2N3904 0603 Sensor,18.958,USD,25055,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND60274D,TE Connectivity 100k 1206 Inductor,22.9569,USD,39796,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON93246E,NXP 10k 1206 Connector,49.935,USD,23290,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA66563B,Texas Instruments 10uF QFN-32 Transistor,48.1178,USD,44622,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON85681B,Murata LM358 SOT-23 Connector,40.7435,USD,819,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND49910G,Infineon 10uF DIP-8 Inductor,23.4335,USD,10247,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON15276A,Panasonic 2N3904 DIP-8 Connector,15.4699,USD,30868,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC69370B,TDK 1k TO-220 Ic,53.1569,USD,20888,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO38730F,ON Semi 2N3904 TO-220 Diode,9.8003,USD,24086,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL68165F,TDK 100k 0805 Relay,22.8346,USD,40706,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP70671D,Texas Instruments 2N3904 1206 Capacitor,8.7433,USD,22460,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL66286H,Panasonic 1k 0603 Relay,32.4725,USD,35471,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES81735A,Texas Instruments 10k QFN-32 Resistor,36.9327,USD,25228,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY59360A,Panasonic 10uF 0603 Crystal,32.2637,USD,37217,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES43833F,Vishay 1N4148 TO-220 Resistor,30.0718,USD,17713,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI17666H,Panasonic 10k QFN-32 Switch,41.2617,USD,20586,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND34537C,TDK 220uF DIP-8 Inductor,25.2696,USD,29507,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES38260G,Vishay LM358 TO-220 Resistor,18.7676,USD,16189,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL78462B,Vishay 1k 0805 Relay,62.6235,USD,4548,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP18540F,Panasonic 100k QFN-32 Capacitor,62.3831,USD,35611,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY32264C,STMicro 1k QFN-32 Crystal,10.5745,USD,13616,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI82220E,Panasonic 100k SOT-23 Switch,17.1305,USD,41072,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL71116D,Vishay 220uF 0805 Relay,47.8831,USD,12155,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC14229H,TE Connectivity 1k 0805 Ic,38.9794,USD,40671,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS82073A,NXP 2N3904 QFN-32 Fuse,58.7211,USD,33634,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON61788C,Panasonic 100nF 1206 Connector,51.6595,USD,19180,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI75972C,STMicro 10k DIP-8 Switch,50.9047,USD,28755,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI82585B,Panasonic 220uF SOT-23 Switch,19.7363,USD,3927,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA65099F,TDK 1k SOIC-8 Transistor,64.4184,USD,42868,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES56783E,Panasonic LM358 0603 Resistor,56.7336,USD,26652,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS65309E,Vishay 1k SOT-23 Fuse,13.3573,USD,22041,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY96388A,TE Connectivity 100k TO-220 Crystal,0.8971,USD,15549,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED58772A,Samsung 100nF TO-220 Led,67.8818,USD,32755,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL71075C,NXP 1k QFN-32 Relay,47.4007,USD,1820,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI68911C,Murata 1k TO-220 Switch,42.8847,USD,4114,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS84766C,STMicro 10uF TO-220 Fuse,14.4221,USD,6535,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS91552H,TDK 1k 0805 Fuse,60.9362,USD,25743,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO68166B,Panasonic 100nF DIP-8 Diode,5.9842,USD,14444,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO23798B,ON Semi LM358 SOT-23 Diode,63.547,USD,14444,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC78925C,Vishay 10uF 0805 Ic,60.0416,USD,30450,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO26735H,ON Semi 100nF 1206 Diode,22.3972,USD,31228,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES59299E,Texas Instruments 220uF SOIC-8 Resistor,45.3036,USD,32566,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY20113F,NXP 220uF SOIC-8 Crystal,61.8621,USD,3620,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI78119H,Panasonic 100k SOIC-8 Switch,58.8912,USD,40429,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA63230C,Infineon 1k SOT-23 Transistor,1.1018,USD,29900,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI49091E,TDK 1k 1206 Switch,3.7488,USD,4177,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON37193G,NXP 10k 0603 Connector,34.7803,USD,41367,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN73554E,Infineon 100k SOIC-8 Sensor,15.8483,USD,26520,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES64386A,NXP 1k DIP-8 Resistor,43.1997,USD,790,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY81314D,Samsung 100k 1206 Crystal,53.4551,USD,4038,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY54541B,NXP 220uF 0603 Crystal,33.4623,USD,44354,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI42999H,Vishay 100nF DIP-8 Switch,32.9437,USD,2328,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC68222H,Texas Instruments 10k TO-220 Ic,5.5545,USD,7652,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA95213D,Panasonic 100k 0805 Transistor,38.5599,USD,22034,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL78686D,Texas Instruments 2N3904 SOIC-8 Relay,41.1332,USD,30881,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP23493A,Murata 1k SOIC-8 Capacitor,7.4363,USD,14750,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI59375G,Vishay 220uF DIP-8 Switch,21.4339,USD,40669,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS25853G,Panasonic 220uF 1206 Fuse,34.5026,USD,40732,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI40930C,Samsung 220uF SOT-23 Switch,67.3243,USD,24953,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY17566G,TE Connectivity LM358 SOT-23 Crystal,3.2703,USD,43424,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN68563A,Panasonic 100nF SOT-23 Sensor,0.6301,USD,22961,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL50326E,Infineon LM358 0805 Relay,3.9141,USD,17354,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS69154A,STMicro 100k QFN-32 Fuse,13.0043,USD,5101,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON60744E,Murata 10uF 0805 Connector,63.8932,USD,5113,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI30211F,Vishay 220uF 1206 Switch,1.3941,USD,23658,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY57945A,Vishay 1k SOIC-8 Crystal,7.1404,USD,4123,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON50604D,STMicro 10uF QFN-32 Connector,38.1698,USD,13722,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS25702G,Infineon 100k 1206 Fuse,7.4152,USD,15208,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA58900F,STMicro 1N4148 DIP-8 Transistor,27.1731,USD,10973,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO67995G,Panasonic 100k SOIC-8 Diode,39.4099,USD,27829,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP34502C,ON Semi 220uF TO-220 Capacitor,5.3194,USD,4433,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA24573B,ON Semi 1N4148 0805 Transistor,58.9763,USD,33810,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL55285F,Panasonic 100nF QFN-32 Relay,67.6625,USD,17512,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON11555F,Texas Instruments 100nF DIP-8 Connector,44.3839,USD,28678,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC41818G,ON Semi 220uF SOT-23 Ic,38.9062,USD,19256,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN17319F,STMicro 220uF DIP-8 Sensor,4.2869,USD,758,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND58438C,TE Connectivity 10k 1206 Inductor,19.0871,USD,27611,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO95060D,Texas Instruments 100nF SOIC-8 Diode,49.4321,USD,32206,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES29676D,STMicro 1N4148 SOT-23 Resistor,40.2896,USD,39816,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED95492F,ON Semi 1k QFN-32 Led,23.4213,USD,40943,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP70639B,TE Connectivity 10uF SOT-23 Capacitor,14.6081,USD,42577,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO49106E,STMicro 1N4148 QFN-32 Diode,40.6235,USD,30883,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC47160D,Samsung 2N3904 1206 Ic,20.5155,USD,20192,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES35203H,Texas Instruments 100k TO-220 Resistor,38.4356,USD,38145,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON34488F,Texas Instruments 10k TO-220 Connector,24.499,USD,26977,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY54630B,Samsung 1k 0603 Crystal,66.7126,USD,28101,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL93846E,Samsung 220uF 0805 Relay,19.2696,USD,19564,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES17713A,Samsung 10uF QFN-32 Resistor,39.7738,USD,40600,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS45628C,Texas Instruments 100k 0603 Fuse,39.9141,USD,44126,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
